File,Line,Call
frontend/src/services/__tests__/employerListServicesResponse.test.ts,106,(httpRequest.get as jest.Mock).mockResolvedValueOnce({ data: { data: verification } });
frontend/src/services/__tests__/employerListServicesResponse.test.ts,107,(httpRequest.put as jest.Mock).mockResolvedValueOnce({ data: { data: updatedVerification } });
frontend/src/services/__tests__/employerListServicesResponse.test.ts,119,(httpRequest.post as jest.Mock)
frontend/src/services/__tests__/employerListServicesResponse.test.ts,122,(httpRequest.patch as jest.Mock)
frontend/src/services/__tests__/employerListServicesResponse.test.ts,125,(httpRequest.get as jest.Mock).mockResolvedValueOnce({ data: { data: myMembership } });
frontend/src/services/__tests__/employerListServicesResponse.test.ts,144,(httpRequest.get as jest.Mock)
frontend/src/services/__tests__/employerListServicesResponse.test.ts,151,"expect(httpRequest.get).toHaveBeenNthCalledWith(1, 'interview/web/sessions/', { params: { page: 1 } });"
frontend/src/services/__tests__/employerListServicesResponse.test.ts,152,"expect(httpRequest.get).toHaveBeenNthCalledWith(2, 'interview/web/evaluations/', { params: { interview: 15 } });"
frontend/src/services/__tests__/employerListServicesResponse.test.ts,160,(httpRequest.get as jest.Mock)
frontend/src/services/__tests__/employerListServicesResponse.test.ts,167,"expect(httpRequest.get).toHaveBeenNthCalledWith(1, 'interview/web/questions/', { params: { page: 1 } });"
frontend/src/services/__tests__/employerListServicesResponse.test.ts,168,"expect(httpRequest.get).toHaveBeenNthCalledWith(2, 'interview/web/question-groups/', { params: { page: 1 } });"
frontend/src/services/__tests__/employerListServicesResponse.test.ts,178,(httpRequest.get as jest.Mock).mockResolvedValueOnce({ data: { data: question } });
frontend/src/services/__tests__/employerListServicesResponse.test.ts,179,(httpRequest.post as jest.Mock).mockResolvedValueOnce({ data: { data: createdQuestion } });
frontend/src/services/__tests__/employerListServicesResponse.test.ts,180,(httpRequest.patch as jest.Mock).mockResolvedValueOnce({ data: { data: updatedQuestion } });
frontend/src/services/__tests__/employerListServicesResponse.test.ts,186,expect(httpRequest.get).toHaveBeenCalledWith('interview/web/questions/33/');
frontend/src/services/__tests__/employerListServicesResponse.test.ts,187,"expect(httpRequest.post).toHaveBeenCalledWith('interview/web/questions/', { text: 'Tell me about Next.js' });"
frontend/src/services/__tests__/employerListServicesResponse.test.ts,188,"expect(httpRequest.patch).toHaveBeenCalledWith('interview/web/questions/33/', { text: 'Tell me about React hooks' });"
frontend/src/services/__tests__/employerListServicesResponse.test.ts,196,(httpRequest.get as jest.Mock).mockResolvedValueOnce({ data: { data: group } });
frontend/src/services/__tests__/employerListServicesResponse.test.ts,197,(httpRequest.post as jest.Mock).mockResolvedValueOnce({ data: { data: createdGroup } });
frontend/src/services/__tests__/employerListServicesResponse.test.ts,198,(httpRequest.patch as jest.Mock).mockResolvedValueOnce({ data: { data: updatedGroup } });
frontend/src/services/__tests__/employerListServicesResponse.test.ts,204,expect(httpRequest.get).toHaveBeenCalledWith('interview/web/question-groups/35/');
frontend/src/services/__tests__/employerListServicesResponse.test.ts,205,"expect(httpRequest.post).toHaveBeenCalledWith('interview/web/question-groups/', { name: 'Backend set' });"
frontend/src/services/__tests__/employerListServicesResponse.test.ts,206,"expect(httpRequest.patch).toHaveBeenCalledWith('interview/web/question-groups/35/', { name: 'Frontend advanced set' });"
frontend/src/services/__tests__/hrmService.test.ts,15,(httpRequest.post as jest.Mock).mockResolvedValueOnce({ hrmEmployeeId: 'HR-EMP-0001' });
frontend/src/services/__tests__/hrmService.test.ts,22,"expect(httpRequest.post).toHaveBeenCalledWith('hrm/web/employees/from-application/', {"
frontend/src/services/__tests__/hrmService.test.ts,31,(httpRequest.post as jest.Mock).mockResolvedValueOnce({ userId: 'hr@example.com' });
frontend/src/services/__tests__/hrmService.test.ts,33,"expect(httpRequest.post).toHaveBeenCalledWith('hrm/web/employees/provision-current-user/', {});"
frontend/src/services/__tests__/hrmService.test.ts,37,(httpRequest.get as jest.Mock).mockResolvedValueOnce({ enabled: true });
frontend/src/services/__tests__/hrmService.test.ts,39,expect(httpRequest.get).toHaveBeenCalledWith('hrm/web/integration-status/');
frontend/src/services/__tests__/hrmService.test.ts,57,(httpRequest.post as jest.Mock)
frontend/src/services/__tests__/hrmService.test.ts,60,(httpRequest.get as jest.Mock).mockResolvedValueOnce({ data: { data: integrationStatus } });
frontend/src/services/__tests__/interviewService.test.ts,33,(httpRequest.post as jest.Mock).mockResolvedValueOnce({
frontend/src/services/__tests__/interviewService.test.ts,39,expect(httpRequest.post).toHaveBeenCalledWith('interview/web/sessions/7/evaluate-ai/');
frontend/src/services/__tests__/interviewService.test.ts,60,(httpRequest.get as jest.Mock)
frontend/src/services/__tests__/interviewService.test.ts,71,(httpRequest.patch as jest.Mock)
frontend/src/services/__tests__/interviewService.test.ts,82,(httpRequest.post as jest.Mock)
frontend/src/services/__tests__/interviewService.test.ts,115,(httpRequest.get as jest.Mock)
frontend/src/services/__tests__/interviewService.test.ts,118,(httpRequest.post as jest.Mock)
frontend/src/services/__tests__/jobPostActivityService.test.ts,23,(httpRequest.post as jest.Mock).mockResolvedValueOnce(null);
frontend/src/services/__tests__/jobPostActivityService.test.ts,31,(httpRequest.post as jest.Mock).mockResolvedValueOnce({
frontend/src/services/__tests__/jobPostActivityService.test.ts,40,"expect(httpRequest.post).toHaveBeenCalledWith('job/web/employer-job-posts-activity/12/analyze-resume/', {});"
frontend/src/services/__tests__/jobPostActivityService.test.ts,44,(httpRequest.post as jest.Mock).mockResolvedValueOnce({
frontend/src/services/__tests__/jobPostActivityService.test.ts,65,(httpRequest.post as jest.Mock).mockResolvedValueOnce({
frontend/src/services/__tests__/jobPostActivityService.test.ts,91,(httpRequest.get as jest.Mock).mockResolvedValueOnce({
frontend/src/services/__tests__/jobPostActivityService.test.ts,101,(httpRequest.put as jest.Mock).mockResolvedValueOnce({
frontend/src/services/__tests__/jobPostActivityService.test.ts,104,(httpRequest.post as jest.Mock).mockResolvedValueOnce({
frontend/src/services/__tests__/jobPostActivityService.test.ts,120,(httpRequest.post as jest.Mock).mockResolvedValueOnce({
frontend/src/services/__tests__/jobPostActivityService.test.ts,125,expect(httpRequest.post).toHaveBeenCalledWith(
frontend/src/services/__tests__/jobPostActivityService.test.ts,140,(httpRequest.get as jest.Mock).mockResolvedValueOnce({ data: { data: exportRows } });
frontend/src/services/__tests__/jobPostActivityService.test.ts,143,"expect(httpRequest.get).toHaveBeenCalledWith('job/web/employer-job-posts-activity/export/', {"
frontend/src/services/__tests__/jobSeekerProfileService.test.ts,17,(httpRequest.get as jest.Mock).mockResolvedValueOnce({ data: { data: profile } });
frontend/src/services/__tests__/jobSeekerProfileService.test.ts,18,(httpRequest.put as jest.Mock).mockResolvedValueOnce({ data: { data: updatedProfile } });
frontend/src/services/__tests__/jobSeekerProfileService.test.ts,24,expect(httpRequest.get).toHaveBeenCalledWith('info/profile/');
frontend/src/services/__tests__/jobSeekerProfileService.test.ts,25,"expect(httpRequest.put).toHaveBeenCalledWith('info/profile/', { user: { fullName: 'Candidate Updated' } });"
frontend/src/services/__tests__/jobSeekerProfileService.test.ts,30,(httpRequest.get as jest.Mock).mockResolvedValueOnce({
frontend/src/services/__tests__/jobSeekerProfileService.test.ts,37,expect(httpRequest.get).toHaveBeenCalledWith(
frontend/src/services/__tests__/jobSeekerProfileService.test.ts,46,(httpRequest.get as jest.Mock).mockResolvedValueOnce({
frontend/src/services/__tests__/publicJobSeekerListServicesResponse.test.ts,37,(httpRequest.get as jest.Mock)
frontend/src/services/__tests__/publicJobSeekerListServicesResponse.test.ts,57,(httpRequest.get as jest.Mock).mockResolvedValueOnce({ data: { data: exportRows } });
frontend/src/services/__tests__/publicJobSeekerListServicesResponse.test.ts,60,"expect(httpRequest.get).toHaveBeenCalledWith('job/web/private-job-posts/export/', {"
frontend/src/services/__tests__/publicJobSeekerListServicesResponse.test.ts,66,(httpRequest.get as jest.Mock)
frontend/src/services/__tests__/publicJobSeekerListServicesResponse.test.ts,79,(httpRequest.get as jest.Mock)
frontend/src/services/__tests__/publicJobSeekerListServicesResponse.test.ts,89,(httpRequest.post as jest.Mock).mockResolvedValueOnce({ data: { data: uploadedImages } });
frontend/src/services/__tests__/publicJobSeekerListServicesResponse.test.ts,92,expect(httpRequest.post).toHaveBeenCalledWith(
frontend/src/services/__tests__/publicJobSeekerListServicesResponse.test.ts,103,(httpRequest.get as jest.Mock).mockResolvedValueOnce({
frontend/src/services/__tests__/publicJobSeekerListServicesResponse.test.ts,116,(httpRequest.get as jest.Mock)
frontend/src/services/__tests__/publicJobSeekerListServicesResponse.test.ts,134,(httpRequest.post as jest.Mock).mockResolvedValueOnce({ data: { data: createdJob } });
frontend/src/services/__tests__/publicJobSeekerListServicesResponse.test.ts,135,(httpRequest.put as jest.Mock).mockResolvedValueOnce({ data: { data: updatedJob } });
frontend/src/services/__tests__/publicJobSeekerListServicesResponse.test.ts,149,"expect(httpRequest.post).toHaveBeenCalledWith('job/web/private-job-posts/', payload);"
frontend/src/services/__tests__/publicJobSeekerListServicesResponse.test.ts,150,"expect(httpRequest.put).toHaveBeenCalledWith('job/web/private-job-posts/17/', { jobName: 'Senior Frontend Developer' });"
frontend/src/services/__tests__/publicJobSeekerListServicesResponse.test.ts,154,(httpRequest.post as jest.Mock)
frontend/src/services/__tests__/publicJobSeekerListServicesResponse.test.ts,161,"expect(httpRequest.post).toHaveBeenNthCalledWith(1, 'job/web/job-posts/frontend-developer/save/');"
frontend/src/services/__tests__/publicJobSeekerListServicesResponse.test.ts,162,"expect(httpRequest.post).toHaveBeenNthCalledWith(2, 'info/web/companies/square-group/followed/');"
frontend/src/services/__tests__/publicJobSeekerListServicesResponse.test.ts,170,(httpRequest.get as jest.Mock)
frontend/src/services/__tests__/publicJobSeekerListServicesResponse.test.ts,196,(httpRequest.post as jest.Mock).mockResolvedValueOnce({ data: { data: createdNotification } });
frontend/src/services/__tests__/publicJobSeekerListServicesResponse.test.ts,197,(httpRequest.get as jest.Mock).mockResolvedValueOnce({ data: { data: detailNotification } });
frontend/src/services/__tests__/publicJobSeekerListServicesResponse.test.ts,198,(httpRequest.put as jest.Mock).mockResolvedValueOnce({ data: { data: updatedNotification } });
frontend/src/services/__tests__/publicJobSeekerListServicesResponse.test.ts,199,(httpRequest.patch as jest.Mock).mockResolvedValueOnce({ data: { data: { isActive: false } } });
frontend/src/services/__tests__/publicJobSeekerListServicesResponse.test.ts,216,"expect(httpRequest.post).toHaveBeenCalledWith('job/web/job-post-notifications/', payload);"
frontend/src/services/__tests__/publicJobSeekerListServicesResponse.test.ts,217,expect(httpRequest.get).toHaveBeenCalledWith('job/web/job-post-notifications/18/');
frontend/src/services/__tests__/publicJobSeekerListServicesResponse.test.ts,218,"expect(httpRequest.put).toHaveBeenCalledWith('job/web/job-post-notifications/18/', { jobName: 'Senior frontend alert' })"
frontend/src/services/__tests__/publicJobSeekerListServicesResponse.test.ts,219,"expect(httpRequest.patch).toHaveBeenCalledWith('job/web/job-post-notifications/18/', {});"
frontend/src/services/__tests__/publicJobSeekerListServicesResponse.test.ts,224,(httpRequest.get as jest.Mock).mockResolvedValueOnce({
frontend/src/services/__tests__/publicJobSeekerListServicesResponse.test.ts,240,(httpRequest.post as jest.Mock)
frontend/src/services/__tests__/publicJobSeekerListServicesResponse.test.ts,245,(httpRequest.patch as jest.Mock).mockResolvedValueOnce({ data: { data: updatedProfile } });
frontend/src/services/__tests__/publicJobSeekerListServicesResponse.test.ts,253,"expect(httpRequest.post).toHaveBeenNthCalledWith(1, 'interview/web/voice-profiles/', { name: 'Recruiter voice' });"
frontend/src/services/__tests__/publicJobSeekerListServicesResponse.test.ts,254,"expect(httpRequest.patch).toHaveBeenCalledWith('interview/web/voice-profiles/20/', { status: 'disabled' });"
frontend/src/services/__tests__/publicJobSeekerListServicesResponse.test.ts,255,"expect(httpRequest.post).toHaveBeenNthCalledWith(2, 'interview/web/voice-profiles/20/samples/', sampleData, { headers: {"
frontend/src/services/__tests__/publicJobSeekerListServicesResponse.test.ts,256,"expect(httpRequest.post).toHaveBeenNthCalledWith(3, 'interview/web/voice-profiles/20/prepare/', {});"
frontend/src/services/__tests__/publicJobSeekerListServicesResponse.test.ts,257,"expect(httpRequest.post).toHaveBeenNthCalledWith(4, 'interview/web/voice-profiles/20/grants/', { company: 5, isActive: t"
frontend/src/services/__tests__/resumeDetailServices.test.ts,27,(httpRequest.get as jest.Mock)
frontend/src/services/__tests__/resumeDetailServices.test.ts,33,(httpRequest.post as jest.Mock)
frontend/src/services/__tests__/resumeDetailServices.test.ts,39,(httpRequest.put as jest.Mock)
frontend/src/services/__tests__/resumeService.test.ts,31,(httpRequest.get as jest.Mock)
frontend/src/services/__tests__/resumeService.test.ts,46,(httpRequest.post as jest.Mock)
frontend/src/services/__tests__/resumeService.test.ts,55,(httpRequest.post as jest.Mock).mockResolvedValueOnce({ data: { data: { isSaved: true } } });
frontend/src/services/__tests__/resumeService.test.ts,56,(httpRequest.get as jest.Mock).mockResolvedValueOnce({ data: { data: { isActive: false } } });
frontend/src/services/__tests__/resumeService.test.ts,61,expect(httpRequest.post).toHaveBeenCalledWith('info/web/resumes/cv-a/resume-saved/');
frontend/src/services/__tests__/resumeService.test.ts,62,expect(httpRequest.get).toHaveBeenCalledWith('info/web/private-resumes/cv-a/resume-active/');
frontend/src/services/__tests__/resumeService.test.ts,72,(httpRequest.get as jest.Mock)
frontend/src/services/__tests__/resumeService.test.ts,76,(httpRequest.post as jest.Mock).mockResolvedValueOnce({ data: { data: created } });
frontend/src/services/__tests__/resumeService.test.ts,77,(httpRequest.put as jest.Mock).mockResolvedValueOnce({ data: { data: updated } });
frontend/src/services/__tests__/resumeService.test.ts,87,(httpRequest.put as jest.Mock).mockResolvedValueOnce({ data: null });
frontend/src/services/__tests__/resumeService.test.ts,90,"expect(httpRequest.put).toHaveBeenCalledWith('info/web/private-resumes/cv-a/cv/', expect.any(FormData), {"
frontend/src/services/__tests__/statisticService.test.ts,20,(httpRequest.get as jest.Mock)
frontend/src/services/__tests__/statisticService.test.ts,24,(httpRequest.post as jest.Mock).mockResolvedValueOnce({
frontend/src/services/__tests__/trustReportService.test.ts,22,(httpRequest.post as jest.Mock).mockResolvedValueOnce({ data: { data: report } });
frontend/src/services/__tests__/trustReportService.test.ts,32,"expect(httpRequest.post).toHaveBeenCalledWith('info/web/trust-reports/', {"
frontend/src/utils/apiClient.ts,19,"httpRequest.get(url, config) as Promise<T>,"
frontend/src/utils/apiClient.ts,22,"httpRequest.post(url, data, config) as Promise<T>,"
frontend/src/utils/apiClient.ts,25,"httpRequest.put(url, data, config) as Promise<T>,"
frontend/src/utils/apiClient.ts,28,"httpRequest.patch(url, data, config) as Promise<T>,"
frontend/src/utils/apiClient.ts,31,"httpRequest.delete(url, config) as Promise<T>,"
frontend/src/utils/httpRequest.ts,43,const httpRequest = axios.create({
frontend/src/utils/httpRequest.ts,61,export const refreshClient = axios.create({
frontend/src/utils/httpRequest.ts,206,httpRequest.interceptors.request.use(
frontend/src/utils/httpRequest.ts,242,httpRequest.interceptors.response.use(
frontend/src/utils/presignUrl.ts,47,"const response = await axios.get(`${getBaseUrl()}common/presign/`, {"
frontend/src/utils/__tests__/httpRequest.test.ts,61,const response = await httpRequest.get('/some-protected-endpoint');
frontend/src/utils/__tests__/httpRequest.test.ts,77,const response = await httpRequest.get('/company-scoped-endpoint');
frontend/src/utils/__tests__/httpRequest.test.ts,90,const response = await httpRequest.get('job/web/job-posts/senior-react-dev/');
frontend/src/utils/__tests__/httpRequest.test.ts,102,"const response = await httpRequest.post('auth/token/', {});"
frontend/src/utils/__tests__/httpRequest.test.ts,112,"await httpRequest.get('/params-test', {"
frontend/src/utils/__tests__/httpRequest.test.ts,123,"await httpRequest.get('/params-test-keep', {"
frontend/src/utils/__tests__/httpRequest.test.ts,137,const response = await httpRequest.get('/snake-endpoint');
frontend/src/utils/__tests__/httpRequest.test.ts,148,const response = await httpRequest.get('/empty-success-endpoint');
frontend/src/utils/__tests__/httpRequest.test.ts,158,const response = await httpRequest.get('/500-endpoint');
frontend/src/utils/__tests__/httpRequest.test.ts,170,await expect(httpRequest.get('/maintenance-endpoint')).rejects.toThrow();
frontend/src/utils/__tests__/httpRequest.test.ts,176,await expect(httpRequest.get('/400-endpoint')).rejects.toThrow();
frontend/src/utils/__tests__/httpRequest.test.ts,181,await expect(httpRequest.post('auth/token/')).rejects.toThrow();
frontend/src/utils/__tests__/httpRequest.test.ts,197,const response = await httpRequest.get('job/web/job-posts/senior-react-dev/');
frontend/src/utils/__tests__/httpRequest.test.ts,206,await expect(httpRequest.get('/protected-endpoint')).rejects.toThrow();
frontend/src/utils/__tests__/httpRequest.test.ts,229,const response = await httpRequest.get('/protected-refresh');
frontend/src/utils/__tests__/httpRequest.test.ts,245,await expect(httpRequest.get('/fail-refresh')).rejects.toThrow();
frontend/src/utils/__tests__/httpRequest.test.ts,265,const response = await httpRequest.get('/protected-refresh-legacy');
frontend/src/utils/__tests__/presignUrl.test.ts,33,(axios.get as jest.Mock).mockResolvedValueOnce({
frontend/src/utils/__tests__/presignUrl.test.ts,41,"expect(axios.get).toHaveBeenCalledWith('/api/common/presign/', expect.objectContaining({"
frontend/src/utils/__tests__/presignUrl.test.ts,49,(axios.get as jest.Mock).mockResolvedValueOnce({
frontend/src/utils/__tests__/presignUrl.test.ts,56,"expect(axios.get).toHaveBeenCalledWith('/api/common/presign/', expect.objectContaining({"
frontend/src/utils/__tests__/presignUrl.test.ts,63,(axios.get as jest.Mock).mockRejectedValueOnce(new Error('Network error'));
frontend/src/utils/__tests__/presignUrl.test.ts,81,(axios.get as jest.Mock).mockResolvedValue({
frontend/src/utils/__tests__/presignUrl.test.ts,94,(axios.get as jest.Mock).mockResolvedValue({
frontend/src/utils/__tests__/presignUrl.test.ts,113,(axios.get as jest.Mock).mockResolvedValue({
