File,Line,Type,Snippet
frontend/src/views/hrmPages/EmployeeListPage/index.tsx,267,Dialog/Drawer/Modal,"<Drawer anchor=""right"" open={Boolean(selectedEmp)} onClose={() => setSelectedEmp(null)}>"
frontend/src/views/hrmPages/HrmDashboardPage/index.tsx,703,Dialog/Drawer/Modal,"<Dialog open={openAddEmpModal} onClose={() => setOpenAddEmpModal(false)} maxWidth=""sm"" fullWidth>"
frontend/src/views/hrmPages/HrmDashboardPage/index.tsx,704,Dialog/Drawer/Modal,<DialogTitle fontWeight={700}>Thêm Hồ sơ Nhân viên Mới</DialogTitle>
frontend/src/views/hrmPages/HrmDashboardPage/index.tsx,705,Dialog/Drawer/Modal,<DialogContent>
frontend/src/views/hrmPages/HrmDashboardPage/index.tsx,760,Dialog/Drawer/Modal,<DialogActions>
frontend/src/views/hrmPages/HrmDashboardPage/index.tsx,769,Dialog/Drawer/Modal,"<Dialog open={openAddDeptModal} onClose={() => setOpenAddDeptModal(false)} maxWidth=""xs"" fullWidth>"
frontend/src/views/hrmPages/HrmDashboardPage/index.tsx,770,Dialog/Drawer/Modal,<DialogTitle fontWeight={700}>Tạo Phòng ban Mới</DialogTitle>
frontend/src/views/hrmPages/HrmDashboardPage/index.tsx,771,Dialog/Drawer/Modal,<DialogContent>
frontend/src/views/hrmPages/HrmDashboardPage/index.tsx,795,Dialog/Drawer/Modal,<DialogActions>
frontend/src/views/hrmPages/HrmDashboardPage/index.tsx,804,Dialog/Drawer/Modal,"<Dialog open={openOnboardModal} onClose={() => setOpenOnboardModal(false)} maxWidth=""sm"" fullWidth>"
frontend/src/views/hrmPages/HrmDashboardPage/index.tsx,805,Dialog/Drawer/Modal,<DialogTitle fontWeight={700}>Tiếp nhận Ứng viên Trúng tuyển sang HRM</DialogTitle>
frontend/src/views/hrmPages/HrmDashboardPage/index.tsx,806,Dialog/Drawer/Modal,<DialogContent>
frontend/src/views/hrmPages/HrmDashboardPage/index.tsx,868,Dialog/Drawer/Modal,<DialogActions>
frontend/src/views/hrmPages/OnboardingPage/index.tsx,262,Dialog/Drawer/Modal,"<Dialog open={openModal} onClose={() => setOpenModal(false)} maxWidth=""sm"" fullWidth>"
frontend/src/views/hrmPages/OnboardingPage/index.tsx,263,Dialog/Drawer/Modal,<DialogTitle fontWeight={700}>Quy trình Tiếp nhận Nhân viên Mới (Employee Onboarding)</DialogTitle>
frontend/src/views/hrmPages/OnboardingPage/index.tsx,264,Dialog/Drawer/Modal,<DialogContent>
frontend/src/views/hrmPages/OnboardingPage/index.tsx,352,Dialog/Drawer/Modal,<DialogActions>
frontend/src/views/jobSeekerPages/AccountPage/index.tsx,441,Dialog/Drawer/Modal,<Dialog
frontend/src/views/jobSeekerPages/AccountPage/index.tsx,448,Dialog/Drawer/Modal,"<DialogTitle sx={{ fontWeight: 800, color: '#0f172a', display: 'flex', alignItems: 'center', gap: 1 "
frontend/src/views/jobSeekerPages/AccountPage/index.tsx,452,Dialog/Drawer/Modal,<DialogContent dividers sx={{ borderColor: '#f1f5f9' }}>
frontend/src/views/jobSeekerPages/AccountPage/index.tsx,468,Dialog/Drawer/Modal,<DialogActions sx={{ p: 2 }}>
frontend/src/views/jobSeekerPages/AccountPage/index.tsx,483,Dialog/Drawer/Modal,<Dialog
frontend/src/views/jobSeekerPages/AccountPage/index.tsx,490,Dialog/Drawer/Modal,"<DialogTitle sx={{ fontWeight: 800, color: '#0f172a', display: 'flex', alignItems: 'center', gap: 1 "
frontend/src/views/jobSeekerPages/AccountPage/index.tsx,494,Dialog/Drawer/Modal,<DialogContent dividers sx={{ borderColor: '#f1f5f9' }}>
frontend/src/views/jobSeekerPages/AccountPage/index.tsx,510,Dialog/Drawer/Modal,<DialogActions sx={{ p: 2 }}>
frontend/src/views/jobSeekerPages/AccountPage/index.tsx,525,Dialog/Drawer/Modal,<Dialog
frontend/src/views/jobSeekerPages/AccountPage/index.tsx,532,Dialog/Drawer/Modal,"<DialogTitle sx={{ fontWeight: 800, color: '#0f172a', display: 'flex', alignItems: 'center', gap: 1 "
frontend/src/views/jobSeekerPages/AccountPage/index.tsx,536,Dialog/Drawer/Modal,<DialogContent dividers sx={{ borderColor: '#f1f5f9' }}>
frontend/src/views/jobSeekerPages/AccountPage/index.tsx,611,Dialog/Drawer/Modal,<DialogActions sx={{ p: 2 }}>
frontend/src/views/jobSeekerPages/AccountPage/index.tsx,626,Dialog/Drawer/Modal,<Dialog
frontend/src/views/jobSeekerPages/AccountPage/index.tsx,633,Dialog/Drawer/Modal,"<DialogTitle sx={{ fontWeight: 800, color: '#0f172a', display: 'flex', alignItems: 'center', gap: 1 "
frontend/src/views/jobSeekerPages/AccountPage/index.tsx,637,Dialog/Drawer/Modal,<DialogContent dividers sx={{ borderColor: '#f1f5f9' }}>
frontend/src/views/jobSeekerPages/AccountPage/index.tsx,661,Dialog/Drawer/Modal,<DialogActions sx={{ p: 2 }}>
frontend/src/views/jobSeekerPages/AccountPage/index.tsx,676,Dialog/Drawer/Modal,<Dialog
frontend/src/views/jobSeekerPages/AccountPage/index.tsx,683,Dialog/Drawer/Modal,"<DialogTitle sx={{ fontWeight: 800, color: '#ef4444' }}>Đăng xuất tài khoản</DialogTitle>"
frontend/src/views/jobSeekerPages/AccountPage/index.tsx,684,Dialog/Drawer/Modal,<DialogContent dividers sx={{ borderColor: '#f1f5f9' }}>
frontend/src/views/jobSeekerPages/AccountPage/index.tsx,689,Dialog/Drawer/Modal,<DialogActions sx={{ p: 2 }}>
frontend/src/utils/sweetalert2Modal.ts,6,Dialog/Drawer/Modal,"const ICON_CONFIG: Record<ModalIconType, { bg: string; color: string; svg: string }> = {"
